eval,specialty,score
hits@10,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.2,NDCG@10,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.21654339185419838
hits@10,Allopathic & Osteopathic Physicians/Internal Medicine,0.1,NDCG@10,Allopathic & Osteopathic Physicians/Internal Medicine,0.16666666666666666
hits@10,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.7,NDCG@10,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.547024399016119
hits@10,Allopathic & Osteopathic Physicians/Emergency Medicine,0.5,NDCG@10,Allopathic & Osteopathic Physicians/Emergency Medicine,0.3480658965121847
hits@10,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.5,NDCG@10,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.19083314964447207
hits@10,mean,0.4,NDCG@10,mean,0.2938267007387282
eval,specialty,score
hits@20,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.2,NDCG@20,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.23421574090102631
hits@20,Allopathic & Osteopathic Physicians/Internal Medicine,0.35,NDCG@20,Allopathic & Osteopathic Physicians/Internal Medicine,0.18778401743503492
hits@20,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.55,NDCG@20,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.32321739518961407
hits@20,Allopathic & Osteopathic Physicians/Emergency Medicine,0.85,NDCG@20,Allopathic & Osteopathic Physicians/Emergency Medicine,0.2353457735367246
hits@20,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.8,NDCG@20,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.25080877200143
hits@20,mean,0.55,NDCG@20,mean,0.24627433981276597
eval,specialty,score
hits@30,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.3,NDCG@30,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.1300292064054774
hits@30,Allopathic & Osteopathic Physicians/Internal Medicine,0.6333333333333333,NDCG@30,Allopathic & Osteopathic Physicians/Internal Medicine,0.12783885743516935
hits@30,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.7666666666666667,NDCG@30,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.23788290862853917
hits@30,Allopathic & Osteopathic Physicians/Emergency Medicine,0.8,NDCG@30,Allopathic & Osteopathic Physicians/Emergency Medicine,0.18194506678356556
hits@30,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.8,NDCG@30,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.20323856079614394
hits@30,mean,0.6599999999999999,NDCG@30,mean,0.17618692000977906
eval,specialty,score
hits@40,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.575,NDCG@40,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.2761902331979119
hits@40,Allopathic & Osteopathic Physicians/Internal Medicine,0.8,NDCG@40,Allopathic & Osteopathic Physicians/Internal Medicine,0.13805331634190265
hits@40,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.95,NDCG@40,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.20219127692617495
hits@40,Allopathic & Osteopathic Physicians/Emergency Medicine,0.6,NDCG@40,Allopathic & Osteopathic Physicians/Emergency Medicine,0.2214122167568396
hits@40,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.6,NDCG@40,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.16058124864429918
hits@40,mean,0.7050000000000001,NDCG@40,mean,0.19968565837342567
eval,specialty,score
hits@50,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.6,NDCG@50,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",0.11554819773094285
hits@50,Allopathic & Osteopathic Physicians/Internal Medicine,0.96,NDCG@50,Allopathic & Osteopathic Physicians/Internal Medicine,0.09962182681529488
hits@50,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.76,NDCG@50,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease",0.18738401076236497
hits@50,Allopathic & Osteopathic Physicians/Emergency Medicine,0.48,NDCG@50,Allopathic & Osteopathic Physicians/Emergency Medicine,0.25215499506915046
hits@50,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.48,NDCG@50,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",0.1982526377032248
hits@50,mean,0.656,NDCG@50,mean,0.17059233361619558
