eval,specialty,score
hits@10,207R00000X,0.0,NDCG@10,207R00000X,0.09090909090909093,Correlation,207R00000X,0.014491703990908208
hits@10,207Q00000X,0.0,NDCG@10,207Q00000X,0.09090909090909093,Correlation,207Q00000X,0.043576477258334634
hits@10,2085R0202X,0.0,NDCG@10,2085R0202X,0.09090909090909093,Correlation,2085R0202X,0.0012162272713229472
hits@10,207RC0000X,0.0,NDCG@10,207RC0000X,0.09090909090909093,Correlation,207RC0000X,0.03483029233510671
hits@10,207P00000X,0.0,NDCG@10,207P00000X,0.09090909090909093,Correlation,207P00000X,-0.030685929825739543
hits@10,363A00000X,0.0,NDCG@10,363A00000X,0.09090909090909093,Correlation,363A00000X,-0.0012074132198206554
hits@10,208600000X,0.0,NDCG@10,208600000X,0.09090909090909093,Correlation,208600000X,0.03620129125732946
hits@10,208M00000X,0.0,NDCG@10,208M00000X,0.09090909090909093,Correlation,208M00000X,0.07975068445340491
hits@10,207L00000X,0.0,NDCG@10,207L00000X,0.09090909090909093,Correlation,207L00000X,0.07795119978951132
hits@10,207X00000X,0.0,NDCG@10,207X00000X,0.09090909090909093,Correlation,207X00000X,0.030846343920449916
hits@10,363LF0000X,0.0,NDCG@10,363LF0000X,0.09090909090909093,Correlation,363LF0000X,0.001342618153653053
hits@10,207RG0100X,0.0,NDCG@10,207RG0100X,0.09090909090909093,Correlation,207RG0100X,-0.03386428967145677
hits@10,207W00000X,0.0,NDCG@10,207W00000X,0.09090909090909093,Correlation,207W00000X,-0.024682624539107908
hits@10,207RP1001X,0.0,NDCG@10,207RP1001X,0.09090909090909093,Correlation,207RP1001X,0.0299815742013774
hits@10,367500000X,0.0,NDCG@10,367500000X,0.09090909090909093,Correlation,367500000X,0.04302561919081362
hits@10,363L00000X,0.0,NDCG@10,363L00000X,0.09090909090909093,Correlation,363L00000X,0.019321655800441807
hits@10,2084N0400X,0.0,NDCG@10,2084N0400X,0.09090909090909093,Correlation,2084N0400X,0.01864183856648737
hits@10,207RH0003X,0.2,NDCG@10,207RH0003X,0.24904524615390594,Correlation,207RH0003X,0.12911047899962982
hits@10,207RC0200X,0.0,NDCG@10,207RC0200X,0.09090909090909093,Correlation,207RC0200X,-0.012213684937814166
hits@10,208800000X,0.0,NDCG@10,208800000X,0.09090909090909093,Correlation,208800000X,0.02952492407860497
hits@10,207RI0011X,0.0,NDCG@10,207RI0011X,0.09090909090909093,Correlation,207RI0011X,0.06682267894675374
hits@10,207RN0300X,0.0,NDCG@10,207RN0300X,0.09090909090909093,Correlation,207RN0300X,0.12259468113155014
hits@10,174400000X,0.0,NDCG@10,174400000X,0.09090909090909093,Correlation,174400000X,-0.043785617595040446
hits@10,390200000X,0.0,NDCG@10,390200000X,0.09090909090909093,Correlation,390200000X,0.0726597540346373
hits@10,363AM0700X,0.0,NDCG@10,363AM0700X,0.09090909090909093,Correlation,363AM0700X,-0.026663304044542053
hits@10,207N00000X,0.0,NDCG@10,207N00000X,0.09090909090909093,Correlation,207N00000X,0.038023329238872965
hits@10,207RI0200X,0.0,NDCG@10,207RI0200X,0.09090909090909093,Correlation,207RI0200X,0.040288956653968894
hits@10,207ZP0102X,0.2,NDCG@10,207ZP0102X,0.14403202336359386,Correlation,207ZP0102X,0.20445214392974026
hits@10,363AS0400X,0.0,NDCG@10,363AS0400X,0.09090909090909093,Correlation,363AS0400X,0.035930974760062774
hits@10,208G00000X,0.0,NDCG@10,208G00000X,0.09090909090909093,Correlation,208G00000X,0.01925387264994347
hits@10,363LA2200X,0.0,NDCG@10,363LA2200X,0.09090909090909093,Correlation,363LA2200X,-0.008144326363164024
hits@10,2085R0001X,0.0,NDCG@10,2085R0001X,0.09090909090909093,Correlation,2085R0001X,-0.00991937587716206
hits@10,2084P0800X,0.0,NDCG@10,2084P0800X,0.09090909090909093,Correlation,2084P0800X,0.013418058525894052
hits@10,207RX0202X,0.0,NDCG@10,207RX0202X,0.09090909090909093,Correlation,207RX0202X,0.27343112834482447
hits@10,208100000X,0.0,NDCG@10,208100000X,0.09090909090909093,Correlation,208100000X,0.11778219627108032
hits@10,207T00000X,0.1,NDCG@10,207T00000X,0.14797233382760613,Correlation,207T00000X,0.009850637373101254
hits@10,2086S0129X,0.0,NDCG@10,2086S0129X,0.09090909090909093,Correlation,2086S0129X,0.10431463958697118
hits@10,2085R0204X,0.2,NDCG@10,2085R0204X,0.1538039834030907,Correlation,2085R0204X,-0.12358527564776085
hits@10,207RE0101X,0.1,NDCG@10,207RE0101X,0.09622715609258133,Correlation,207RE0101X,0.06660307745103042
hits@10,207Y00000X,0.0,NDCG@10,207Y00000X,0.09090909090909093,Correlation,207Y00000X,2.4447586280335554e-05
hits@10,207RC0001X,0.0,NDCG@10,207RC0001X,0.09090909090909093,Correlation,207RC0001X,-0.041477526333221756
hits@10,152W00000X,0.0,NDCG@10,152W00000X,0.09090909090909093,Correlation,152W00000X,-0.02927666537235488
hits@10,363LA2100X,0.0,NDCG@10,363LA2100X,0.09090909090909093,Correlation,363LA2100X,-0.02600126710454554
hits@10,207RR0500X,0.0,NDCG@10,207RR0500X,0.09090909090909093,Correlation,207RR0500X,-0.12852753594845925
hits@10,2085N0700X,0.0,NDCG@10,2085N0700X,0.09090909090909093,Correlation,2085N0700X,-0.1123066147970997
hits@10,163W00000X,0.1,NDCG@10,163W00000X,0.09090909090909093,Correlation,163W00000X,0.029911319040105033
hits@10,225100000X,0.2,NDCG@10,225100000X,0.10319350108274128,Correlation,225100000X,-0.08039974471592139
hits@10,207XX0005X,0.0,NDCG@10,207XX0005X,0.09090909090909093,Correlation,207XX0005X,-0.0025548477156899494
hits@10,207V00000X,0.1,NDCG@10,207V00000X,0.1030378403882469,Correlation,207V00000X,0.010833862073891901
hits@10,207RS0012X,0.0,NDCG@10,207RS0012X,0.09090909090909093,Correlation,207RS0012X,-0.06772605977224579
hits@10,213E00000X,0.1,NDCG@10,213E00000X,0.09990981535723266,Correlation,213E00000X,0.018026639771431846
hits@10,2086S0102X,0.0,NDCG@10,2086S0102X,0.09090909090909093,Correlation,2086S0102X,0.27975840907169663
hits@10,213ES0103X,0.2,NDCG@10,213ES0103X,0.13363509602470638,Correlation,213ES0103X,0.03281571121985509
hits@10,207LP2900X,0.1,NDCG@10,207LP2900X,0.0977433216333473,Correlation,207LP2900X,-0.042157625224958174
hits@10,207RG0300X,0.0,NDCG@10,207RG0300X,0.09090909090909093,Correlation,207RG0300X,0.021613992126899895
hits@10,208000000X,0.0,NDCG@10,208000000X,0.09090909090909093,Correlation,208000000X,0.02166039302488845
hits@10,207ZP0101X,0.1,NDCG@10,207ZP0101X,0.11971140914314454,Correlation,207ZP0101X,0.20311359552980285
hits@10,207XS0106X,0.2,NDCG@10,207XS0106X,0.19828251034909,Correlation,207XS0106X,-0.015108744403419116
hits@10,207XS0117X,0.1,NDCG@10,207XS0117X,0.10387013411441504,Correlation,207XS0117X,-0.034318290289007194
hits@10,207XS0114X,0.0,NDCG@10,207XS0114X,0.09090909090909093,Correlation,207XS0114X,0.08014584616095133
hits@10,2085B0100X,0.2,NDCG@10,2085B0100X,0.14508868684053552,Correlation,2085B0100X,-0.07620591933450002
hits@10,207LC0200X,0.2,NDCG@10,207LC0200X,0.10889372375372104,Correlation,207LC0200X,0.011333943930855796
hits@10,2086S0127X,0.1,NDCG@10,2086S0127X,0.1071956655335303,Correlation,2086S0127X,0.07723685773922674
hits@10,207UN0901X,0.1,NDCG@10,207UN0901X,0.14695639425286888,Correlation,207UN0901X,0.0598603597995369
hits@10,208D00000X,0.0,NDCG@10,208D00000X,0.09090909090909093,Correlation,208D00000X,-0.10875553083994868
hits@10,207RH0000X,0.4,NDCG@10,207RH0000X,0.2384358037841508,Correlation,207RH0000X,0.16574792763209323
hits@10,2086X0206X,0.1,NDCG@10,2086X0206X,0.11971140914314454,Correlation,2086X0206X,-0.0047951286548518
hits@10,207ND0101X,0.0,NDCG@10,207ND0101X,0.09090909090909093,Correlation,207ND0101X,-0.040843958620917026
